Job Title,Key Skills,Functional Area
 Technical Support Engineer For Accenture Through Artech (freshers), bca| international bpo| software| l1| mca| trainee| Cbse| ICSE| fresher| technical support| voice process| service desk| b.e| b.tech| b tech| b e| engineer| helpdesk| customer support| bsc| computer hardware| msc,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Looking For Business Development Management - Digital Company, software| Proposal Writing| Online Lead Generation| Email Marketing| Digital Marketing| Social Media Marketing| Business Development Management| web design| Communication Skills| Guru| seo| Web Development| mobile app,"Sales , Retail , Business Development"
 Project Manager - Fitout, Building construction| Matrix| Program management| Customer satisfaction| Project management| Corporate| Consultancy| Management| Construction management| Supervision,"Site Engineering , Project Management"
 Site Engineers, site| Site Engineers| civil| engineering| engineer,"Site Engineering , Project Management"
 Network Engineer, NSE| Networking| Technology consulting| Shift Lead| Network security| Incident management| Technical Lead| CCNA| Load balancing| cisco,"IT Software - Network Administration , Security"
 Urgent Opening for VP - Sales with Hosiery Company, Sales| FMCG| Channel Sales| Distribution Channel Sales| Modern Trade,"Sales , Retail , Business Development"
 ASST Mgr-training, Assistant Manager| HRD| Email| Supply chain| Freight forwarding| Training needs| Performance management| Budgeting| Forecasting| Com,"HR , Recruitment , Administration , IR"
 Account Manager/ Sr. Account Manager (digital), Account Manager| Client Servicing| Key account manager| Account Management| Digital Strategy| brand solutions| brand management,"Marketing , Advertising , MR , PR , Media Planning"
 Java Developer, java beans| jsp| j2ee| web services| xml| xsl| sql| orm| web technologies| core java,IT Software - Client/Server Programming
 Technical Support KVM, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 SAP Basis Admin | Media & Entertainment Co. | Delhi, technical support| project management| complaint management| SAP Basis Administration| Database Administrator| csat| shrinkage,"IT Software - Network Administration , Security"
 factory manager production, estimation| pa| port| procedures| harness| pharma| events,"Production , Manufacturing , Maintenance"
 Senior Peoplesoft Certified Functional Consultant, Peoplecode| Application Engine| Application Design| PeopleSoft| SQL| FSCM| Query Management| Service Level| Regression Testing| Functional Consultancy,"IT Software - Application Programming , Maintenance"
Salesforce Lightning,Automation|C|Technical design|Agile methodology|Outsourcing|High level design|Budgeting|Troubleshooting|Operations|Salesforce,"IT Software - Application Programming , Maintenance"
" Required, 10th,12th Pass, Graduates For bpo, Call Center, data Entry", BPO| Calling| Data Entry| bpo fresher| data entry operator| dataentry operator| Call Center| International BPO,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Qliksense Developer_pune || C2H For MNC, as400,"IT Software - Application Programming , Maintenance"
 Net Developer, Javascript| SQL| XML| Performance tuning| server| css| software| administration| Web development| developing| analytics| oop| database| iis| web| design| asp.net| Agile| html| api| Ajax| development| website| SDLC| jQuery| .net| MVC| applications,"IT Software - Application Programming , Maintenance"
 RECRUITING TECH CALLERS AT Adeeba Group - UK/US Shift, Outbound| Customer service| Technical support| Sales| Technical| Inbound calls| US shift| Inbound voice process| Antivirus| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Pulmonologists-reputed Hospital-mumbai, Pulmonology,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Business Management-cm, Accounting| Payable Management| Control Plan| Accounts Payable| Business Management,"Accounts , Finance , Tax , Company Secretary , Audit"
" Freshers Medical Coding Jobs- Bsc Nursing, Staff Nurse, GNM, DGNM", biotechnology| gnm| microbiology| nursing| biomedical| biochemistry| pharmacy,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Administration Head_hyderabad, administration manager| admin manager| facility management| administration management| housekeeping| security,"HR , Recruitment , Administration , IR"
UI Developer,css|dreamweaver|html5|ui development|jquery mobile|ajax|javascript|xhtml|xml|Adobe CS5|html|xslt|web 2.0,"IT Software - Application Programming , Maintenance"
 Billing Engineer (apply Kinesishr4@gmail.com), estimation| tender| checking| Physical| BOQ| contract| rate analysis| Billing Engineering| Billing Engineer,"Site Engineering , Project Management"
 Python Developer, Data Science| Data Analytics| Python,"IT Software - Application Programming , Maintenance"
 Food & Beverage Controller, consumer durable| fmcg| Beverage| Food,"Hotels , Restaurants"
 Area Sales Manager/ ASM1, Retail| Area Sales Management| Distribution| Distributor Sales| Outlet| FMCG| Sales Planning| Primary Sales| Route Planning,"Sales , Retail , Business Development"
 Credit Research Analyst - Indian Market - BFSI, Credit Analysis| Credit Risk| Credit Research| CFA,"Financial Services , Banking , Investments , Insurance"
 Executive Assistant, Executive| Assistant Executive,"Executive Assistant , Front Office , Data Entry"
 BUSINESS DEVELOPMENT EXECUTIVE, Web technologies| Business Development Executive| Open,"Sales , Retail , Business Development"
 AB & Oiler, c++| C| design| MySQL| JavaScript| HTML,"IT Software - Application Programming , Maintenance"
 Institutional Sales Manager (garment/sportswear/workwear Industry), sales management| customer acquisition| institutional sales| garments| apparels| sales| marketing| business development| bdm| bde| corporate sales manager,"Sales , Retail , Business Development"
 C++ Developer - Spatial Customer Success, C++| Application development| Data structures| Debugging| CAD| Social media| Computer science| Life sciences| Geometry,"IT Software - ERP , CRM"
 Functional Consultant, Finance| Functional Consultant,"IT Software - ERP , CRM"
 Operation Executive - Domestic, Domestic,"Travel , Tours , Ticketing , Airlines"
 Front End Lead For a Leading E Commerce Startup, front end| css| team management| team leader| html5| team handling,"IT Software - eCommerce , Internet Technologies"
 Manager at abc Pvt Ltd, procurement| Inventory Management| Production Planning| Admin| Logistics Management,Purchase / Logistics / Supply Chain
Delivery Module Lead,Document Management System|Project Management|System Administration|Delivery Module Lead|SDLC processes,"IT Software - Application Programming , Maintenance"
 Sr. Accountant OR C.A., Project reports| ICWA| Banking| Taxation| Accounts handling,"Accounts , Finance , Tax , Company Secretary , Audit"
 software development, vision plus| software development| min| project| communication skills,"IT Software - Application Programming , Maintenance"
 Android Developer, Six Sigma| C| Python| assembly language| PMP| JavaScript| .NET| HTML| Oracle| SQL,"IT Software - Application Programming , Maintenance"
 Iinbound Voice (day/night Shift), Outbound| Technical support| Night shift| Bulk hiring| Sales| UK process| Inbound calls| US shift| Antivirus| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Lead - Problem Management, Incident Management| IT Infrastructure,"IT Software - Application Programming , Maintenance"
Lead Accountant,Accounting|Oracle Financials|Finance|customer service|Accountant,"Accounts , Finance , Tax , Company Secretary , Audit"
 Hiring is going on for Inbound Tech Support in Saltlake, BPO| process| Technical support| Outbound| English| US shift| Night shift| International BPO,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Urgent Requirement For Credit Analyst AND Experienced 2 To 3 Years INT, Credit Analysis,Other
 Executive/Sr. Executive, Healthcare| Formulation| Pharmacovigilance| Formulation development| Printing Executive| Executive| Literature,"Sales , Retail , Business Development"
 Marketing Research Executive / Executive Assistant, Marketing Research| Personal Assistant| Secretary| executive assistant| marketing analyst,"Marketing , Advertising , MR , PR , Media Planning"
 Senior Business Development Manager, Project management| Information technology| Risk management| Computer science| Tools| Internal communication| Verbal communication| Project documentation| MS Office| Web technologies,"IT Software - Application Programming , Maintenance"
 Brand Servicing Manager, customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| Business Development,"Marketing , Advertising , MR , PR , Media Planning"
 Coordinator, Coordinator| Business Executive| change,"IT Software - Application Programming , Maintenance"
 Director - Temple( 8-12 Years)preferably Female, stock management,Top Management
 Industrial Sales/ OEM Sales / Industrial Equipment & Machinery, OEM Sales| Industrial Product Sales| Industrial Products| Sales Engineer| industrial sales| technical sales| KAM| key account manager| corporate sales| calling| Proposal,"Sales , Retail , Business Development"
 Software Engineer / Senior Software Enginee, PHP| MySQL| jQuery| Apache| Data structures| Agile| Debugging| Scrum| Database design| Front end,IT Software - System Programming
 Business Development Manager - Animal Nutrition Vertical - Biotechnolo, business development management| b2b sales| technical sales| promotion planning| strategy| technical support| animal nutrition| article writing| Sales| Pharma Sales,"Sales , Retail , Business Development"
" Business Development Manager India, S-E Asia & APAC", Business Development Management| Sales| Bdm| Client Acquisition| RFP| Project Development| Product Development| Business Intelligence Reporting| Advanced Analytics| Data Visualization,"Sales , Retail , Business Development"
"Software Engineer, :NO Resume Campaign C++, Python",Java|Oracle SQL|HTML|C++|Software Engineering|Python|Unix|MVC|Html5|Spring,"IT Software - Application Programming , Maintenance"
 Associate Manager - Banking Operations - Trade Ops, Trade finance| Service quality| Core banking| Analytical skills| Business administration| Service level| Interpersonal skills| Banking| banking products| Operations,"Financial Services , Banking , Investments , Insurance"
 AM - Powerplant, Power Plant| Export Import,Other
 Senior Software Engineer - Javascript/react.js, AngularJS| jQuery| Senior Software Engineer| Javascript| Backbone.js| React.js,"IT Software - Application Programming , Maintenance"
 Huge Opening In International Web Selling Process, Night shift| process| Outbound process| Web technologies| Bonus| Time| Open| B2B,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Wordpress Developer, CSS| Wordpress| Javascript| CMS| PHP| HTML,"IT Software - Application Programming , Maintenance"
 Training Coordinator / Marketing Executive, Administration| Logistics Executive| Training Coordinator| Marketing Executive,"Sales , Retail , Business Development"
 Student Counselor, Student Counsellor,"Teaching , Education , Training , Counselling"
 Accountant, Accounting| TDS| Income Tax| Taxation| Gst| Banking| Data Entry,"Accounts , Finance , Tax , Company Secretary , Audit"
" QA Manager, Senior QA Engineer", qa| selenium| Architecture| automation testing| product development| People| Devops,IT Software - QA & Testing
 Excellent Opening for Office Assistant in Gurgoan, Back Office| Office Administration,Other
IBM DATA Power,datapower|ibm datapower|ibm websphere,"IT Software - Application Programming , Maintenance"
 GUI developer, PHP| Open source| MySQL| XML| Javascript| Ajax| Application programming| CSS3| jQuery| Business Executive,"IT Software - Application Programming , Maintenance"
 PHP Developer, ajax| javascript| mysql| development| software development| btech| software| level| testing| mca| jquery| xhtml| coding| database| computer science| web| php,"IT Software - Application Programming , Maintenance"
" Wanted Pharmacist For Dubai, Qatar, Oman, Abudhabi and Saudi Arabia", clinical pharmacist,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Sr. Customer Service Executive Required Inbond Tech US Process, Outbound| Sales| Spot| Technical| Inbound calls| US process| Antivirus| Technical support| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Service Engineer, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,"Production , Manufacturing , Maintenance"
 IT Systems Administrator, windows system administration| virtualization| dns| ms exchange| file server| patch management| dhcp| remote infrastructure management| domain controller,"IT Software - Application Programming , Maintenance"
DGM – Maintenance,lt breakers|water system|substation|plant operations|ht|maintenance|chiller plant,"Production , Manufacturing , Maintenance"
 Search Engine Optimisation /SEOSpecialist, Support| SEO| Digital marketing| CV| Analytical skills| Training,IT Software - Other
 Nutrition Executive (For A MNC Nutrition Company), territory manager| sales| pharma sales| pharma selling| territory business manager| marketing executive| pharma| field sales officer| business executive| healthcare| business officer| Nutrition,"Sales , Retail , Business Development"
 Senior Software Engineer - Web Apps, SQL| Project management| Automation| Agile| JSON| Healthcare| Monitoring| Social media| Test scripts| Scheduling,"IT Software - Application Programming , Maintenance"
 Real Estate Agent, Agent| Real Estate Marketing| Real Estate| Corporate Real Estate| Real Estate Sales,"Sales , Retail , Business Development"
 Dot Net Developer, Computer science| Usage| Web technologies| Project management| Programming| .Net| microsoft| Application software| SQL,"IT Software - Application Programming , Maintenance"
 Php Developer, MySQL| CMS| PHP| Drupal| jQuery| Wordpress| HTML| CakePHP| developer| Joomla| Ajax| magento,"IT Software - eCommerce , Internet Technologies"
 Co-founder & CTO - Digital Health Domain, Java| Android Studio| iOS| Solution Architect| Startup| CTO| Android,Top Management
 Oracle EBS Finance Functional Consultant, Training| Web technologies| Finance| HTTP| Business solutions| Oracle e-business suite| Solution Architect,"IT Software - ERP , CRM"
 Sr. Software Engineer_4 to 5 years_Bangalore_C2H, C#| Web Technologies| ASP.Net| Microsoft Azure| MVC,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design"
 Excellent Opp. for SQL Testers with US Based Company in Bangalore, sql server| Automation Testing| Manual Testing| Testing| sql,"IT Software - Application Programming , Maintenance"
 Manager - Digital Sales, Digital sales,"Sales , Retail , Business Development"
 Manual testing with Automation, Manual testing| Automation testing| Database testing,IT Software - QA & Testing
 Opportunity For Business Presenter - Need Good Communication Skills, Customer Service| Customer Support| call center executive| Customer Care| international call center| Voice Process| communication skills,"Sales , Retail , Business Development"
 Ionic Mobile Developer - Hybrid Applications - Startup, Javascript| debugging| JSON| iOS| React.js| Android,IT Software - Mobile
 Change Management - Senior, Training| Change Management| Proposal Development| Presentation Skills| Client Communication| Impact Analysis| Strategy| Hr Transformation| Business Development| Organization Restructuring,"Strategy , Management Consulting , Corporate Planning"
ESRI Arcgis (geographic Information System),GIS|Computer science|Business process|information system|Data modeling|Arcgis desktop|Outsourcing|RFP|Operations|Civil engineering,"IT Software - Application Programming , Maintenance"
 Senior software Developer_Teamcenter Specialist, C++| SOA| Coding| PLM| Business process| Version control| RAC| SIDE| Mechanical,"IT Software - Application Programming , Maintenance"
 Ui/ux Designer | Disruptive B2B F&B Startup | Noida, Marketing Campaigns| User Experience| UX| B2B| Online Media| Web Technologies| HTML| CSS| Photoshop| Social Media| Illustrator| Corel Draw| Web Design| Prototyping,"IT Software - Application Programming , Maintenance"
 Govt. Job Interviews For Doctors in Saudi Arabia, Pediatrics| internal medicine| Anesthesia| family medicine| plastic surgery| CVTS| cardiology| cardio vascular,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
Avamar Backup Administration,avamar|data domain|HP data protector|SQL database|Oracle SQL|Incident management|EMC|Outsourcing|Operations|RMAN,"IT Software - Network Administration , Security"
 Staff Nurse, nursing,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Reporting Services-BQA, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 PHP DEVELOPER PROGRAMMER, C| Account management| PHP| assembly language| HTML| SQL| Six Sigma| PMP| JavaScript| .NET| Oracle| Python,"IT Software - Application Programming , Maintenance"
 Technical Architect, Technical Architect| Internet technologies| Automation testing| Javascript| HR| Customer experience| Apex| SQL| CRM| Salesforce,"IT Software - Application Programming , Maintenance"
 Music Teacher (F), Teaching| Educator| Counselor| Mentor| Trainer| Advisor,"Teaching , Education , Training , Counselling"
 GSA - Housekeeping, Housekeeping| Appliances| Safety training| Room service| Management| LBS,"Hotels , Restaurants"
 Senior Scientific Writer I, Customer management| Literature| Project management| Legal| Clinical research| Archiving| Manager Quality Control| Research| Proof reading| Auditing,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
" Marketing Engineer,", Engineering services| Die casting| Product design| Reverse engineering| Tool design| MIN| Automobile,"Marketing , Advertising , MR , PR , Media Planning"
 WEB DEVELOPER, Javascript| HTML| jQuery| CSS3| Object oriented design| Web technologies| User interface designing| Programming| Content development| Web services,"IT Software - Application Programming , Maintenance"
 Database Administrator - Data Modeling, DBA| RDBMS| Windows Server| Data Modeling| DBMS| Performance Tuning| SQL| Performance Monitoring,"IT Software - DBA , Datawarehousing"
 Dy. Manager Indirect Taxation (gst) For Shared Service - Ca/icwa MUST, Operational Excellence| Knowledge Management| ICWA| Gst| Indirect Taxation| Ca| Auditing,"Accounts , Finance , Tax , Company Secretary , Audit"
 WNS || Hiring for Banking Blended Profile, Excel| Advanced Excel| MIS| MIS Reporting| Back Office| Backend| Banking| Fresher| Bcom,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Urgent Opening For Fund Raising Officer, Fund Raising| ngo| resource mobilization| social work| corporate social responsibilities| social service,CSR & Sustainability
 Team Lead Analytics, Performance tuning| ERP| MS SQL| Change management| SAP| Front end| Project management| SSRS| SSIS| Analytics,"IT Software - Application Programming , Maintenance"
 Opening For Research Associate, chemistry| toxicology| biotechnology| eee| ece| Competitive Intelligence| microbiology| kol| pharmacovigilance| commerce| Secondary Research| biochemistry| pharma| Market Research,"ITES , BPO , KPO , LPO , Customer Service , Operations"
Research Investigator/senior Research Investigator-synthetic Chemistry,Organic Chemistry|Safety|Phd|Educational Qualification|Resource Utilization|Project Planning|Synthetic Organic Chemistry|synthetic phd,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Consultant - Retail Sales - Apparel, Design| Retail Sales| Customer Service| Sales| Fashion Styling| Cross Selling| Merchandising,"Sales , Retail , Business Development"
 Oracle Fusion PAAS Integration Consultant - Java/ OOPS, Oracle Fusion| PaaS| Java| Oracle ADF| OOPS| SQL| Webservices| Application Integration,"IT Software - DBA , Datawarehousing"
 Dot Net Developer, SQL Server| Javascript| Silverlight| MVC| WPF| .Net| C| Asp Net| OOPS| Web Technologies,"IT Software - Application Programming , Maintenance"
 Accounts Manager, Bcom| Tally| Accounts Handling| Income Tax| Accounting| Busy| Gst| Taxation| Balance Sheet,"Accounts , Finance , Tax , Company Secretary , Audit"
 Software Marketing, ing| h| marketing strategies| sales strategies| marketing | sales| le | queries,"Marketing , Advertising , MR , PR , Media Planning"
 Android Developer - SDK / Java, Android| Mobile| SDK| Design Patterns| Java| Google Maps| OOPS| Data Structure| Algorithm,IT Software - Mobile
 Delivery Module Lead, Unix| Automation| TIBCO| Test cases| Oracle| Teradata| cisco| Analytics| SQL| Python,"IT Software - Application Programming , Maintenance"
 Opening For VB .Net/3 Years/ Hyderabad, .net developer| vb net| .net| vb.net,"IT Software - Application Programming , Maintenance"
" Urgent Opening for Head, Engineering - Platform and Solutions", Product Development| Product Management| Product Design| Quality Management| Agile Process| User Interaction| Machine Learning| Deep Learning| Release Management,Analytics & Business Intelligence
 English - Assistant Professor, Counselor| Teaching| Mentor| Trainer| Advisor,"Teaching , Education , Training , Counselling"
 BUSINESS DEVELOPMENT MANAGER, Automation| Bidding| Production planning| Formulation| Presales| Service| Account management| Material handling| Logistics,"Sales , Retail , Business Development"
 Regional Manager, Drilling| Surgical| Appliances| Relationship Manager| Pharma| Orthopedics| Relationship| Pharma marketing| Marketing Executive,"Sales , Retail , Business Development"
 SIV Drive(Pune), Leadership training| Software development life cycle| Management,"IT Software - Application Programming , Maintenance"
 Business Development Managers, ERP| Corporate| CRM| Corporate sales| Bpm,"Sales , Retail , Business Development"
 Client Service Executive, Client Servicing| relationship management| business development,"Marketing , Advertising , MR , PR , Media Planning"
" B E B Tech Mechanical , Electrical , Electronics - Fresher ( GTE )", Production Engineer| Quality Supervisor| production supervisor| Quality Engineer,"Production , Manufacturing , Maintenance"
 Manager - Human Resources, hr mba| recruitment| employee engagement| employee retention| exit interviews| training| payroll processing,"HR , Recruitment , Administration , IR"
 Developer Enterprise Platform Engineering, Middleware| Programming| Manager Technology| Mentor| Cloud| IOS| Business Executive| c| development| technical| erp| software| application| developer| ui| com| pl| support| it,"IT Software - Application Programming , Maintenance"
 Leadership Opportunity For AVP- Legal Entity Controllership, Statutory Audit| SOX Compliance| Financial Reporting| US GAAP| Accounting| Finance| Taxation| Variance Analysis| IFRS| Balance Sheet| Auditing| Controllership,"ITES , BPO , KPO , LPO , Customer Service , Operations"
" Content Delivery Specialist @ Gracenote , A Nielsen Company", Sales| Execution| Project Management| Delivery Management| Interpersonal Skills,Other
 Hiring For Database Developer , Power Bi| Data Modeling| Database Development| SQL,IT Software - Other
" Day Shift, Technical Support Voice, need 1 year bpo exp, sal 25k+inc", tsr| csr| cse| Technical Support| tse| international voice| customer support,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Analyst || US Underwriting & Mortgage || 6-10lpa+allow(cab/meal/night), us mortgage| communication skills| underwriting| mortgage| loan| Credit analysis,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Culture Engg. - Professor, Teaching| Educator| Counselor| Mentor| Trainer| Advisor,"Teaching , Education , Training , Counselling"
 Technical Sales Incharge, CCTV| Fire alarm system| home automation| Electronic security| Customer handling| Intruder alarm| Sales management| Access control| Technical sales| Banking,"Sales , Retail , Business Development"
 Data Scientist, Networking| MIS| Information security| SIEM| Database| Data analytics| big data| IPS| Security monitoring,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Receptionist, Receptionist,"Executive Assistant , Front Office , Data Entry"
 Sales Executive, Construction| Chemical| construction material| Construction Chemicals| Building Material| Sales Executive Activities| Marketing,"Sales , Retail , Business Development"
 Inside Sales Executive \ Opeartions Executive, Customer Care Associate| Customer Care Executive| Inside Sales Executive| Pre Sales Executive| Operation Executive| Operations Analyst| Customer Agent| BPO Executive,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 retail interior designer store interior designer, showroom| pm| sheet metal interior designer| store| retail,"Architecture , Interior Design"
 Editor, Editor| Time| Medical transcription| Sound| Database| Business Executive| direct| Management Trainee| Medicine| Editing,"Journalism , Editing , Content"
 Content Writer, Social media| Content Editor| Content writing| Content editing| SEO| Web content,"Journalism , Editing , Content"
 Recruitment Executive- Hyderabad, Sourcing| Vendor Management| Recruitment,"HR , Recruitment , Administration , IR"
 Support Executives (LM - 0 - NC), Tele Executive| phone| Back office| Non voice process| Email| Senior Analyst| Marketing| Management,"ITES , BPO , KPO , LPO , Customer Service , Operations"
Personal Banker Profile/back Office Work Freshers,Bank backend|bank job|Branch Operations|Cash Handling|Phone Banking|sitting profile|teller|mba|excel|marketing|pgdca|fresher|Branch banking|pgdba|calling|cashier|backend|accounts|tally|Operations|data entry|finance,"Financial Services , Banking , Investments , Insurance"
 Manager - Finance, Auditor| Financial statements| C| CSR| Financial reporting| Accounting| Quality audit| xbrl| Tax audit,"Accounts , Finance , Tax , Company Secretary , Audit"
 Rig Coordinator, operations| stores| diesel| iso| documents| standards| dpr| preventive maintenance| requisition| site,Other
 Mechanical Draftsman, AutoCAD Draftsman| Mechanical Engineer,"Engineering Design , R&D"
 Manager Accounts, Fixed Assets| Creditors| Capitalisation| Debtors| Contra| Finance| General Accounting| Accounts Receivable| Budgeting| Auditing,"Accounts , Finance , Tax , Company Secretary , Audit"
" Civil Engineer,", Site Planning| Civil Engineering| Construction Site| Estimation| Billing| Execution| project| construction,"Site Engineering , Project Management"
 Salesforce Developer, visualforce| apex| sfdc| rest| salesforce| salesforce.com| salesforce developer| salesforce crm,"IT Software - Application Programming , Maintenance"
" MIS Executive ( MS Word, MS Excel)", MIS reporting| Data analysis| Excel| Data management| VLOOKUP| Advanced Excel| MS Word| Electricals| CRM,"Executive Assistant , Front Office , Data Entry"
 Marketing Executive, New Client Acquisition| Marketing,"Sales , Retail , Business Development"
 Junior Research Fellow IRRI, Biotechnology| Genomics| Research| Computational Biology| Breeding| Genetics| Data Analysis| Verbal Communication| Technical Skills| Communication Skills,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Phone Banking Officer, bpo| phone banking officer| customer service| bpo sales| b.com| sales| phone banking| b.sc| fresher| voice process| b.a| up selling,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Software Developer, PDF| Representative,Purchase / Logistics / Supply Chain
 Opening In Inbound Tech sales process, Outbound| Target| Technical| Domestic BPO| Packaging| Service| US shift| Sales process| Business Executive| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Software Engineer, Automation| cisco| Python| automation framework| server| Automation testing| development| testing| Management| GIT| API Testing| api,"IT Software - Application Programming , Maintenance"
 Position: Senior Content Writer, Mass communication| Email| SMO| Senior| Content| Internet marketing| Content writing| Creative writing| SEO| Sports,"Journalism , Editing , Content"
 Project Engineer, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,"Site Engineering , Project Management"
 Regional Sales Manager, business development| customer service| selling| travel| btech| collections| payments| ideas| startup| benefits,"Sales , Retail , Business Development"
" Senior Business Development Executive, IT Sales, BDM, BDE, BD, IT BDM", bde| bd| sales business development| business development| bdm| business development manager| sales| it marketing| marketing executive| software sales| business development executive| software marketing| it sales,"Sales , Retail , Business Development"
 Operations Analyst at Mumbai, BPO| Metro| Service| PHP| KPO| Oracle| MS Office| Recruitment| Salesforce,"IT Software - Application Programming , Maintenance"
 Leading MNC hiring For Web sales Campaign, Voice process| bpo| process| B2B| Website sales| MNC| Outbound process| cce| web sales| Packaging| sales executive| customer care executive,"ITES , BPO , KPO , LPO , Customer Service , Operations"
" Looking For Immediate Joiner For NON IT Recruiter_shivajinagar, Pune", Telephonic| Non IT Recruitment| Social Media| Sourcing| Interviewing| Oil & Gas| Screening| Linkedin| Interview Scheduling| Shortlisting| Manufacturing| Head Hunting,"HR , Recruitment , Administration , IR"
 Looking For Web Consultant Urgently, English| process| International BPO| Outbound process| Web technologies| Group| Packaging| Customer Care Executive| Time| Education,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 PHP Developer with Extensive JavaScript Experience(work from Anywhere), rest| node.js| java| xml| design patterns| oops| linux| json| php| mysql| javascript,"IT Software - Application Programming , Maintenance"
 Client Services Team Leader, Analytical| Troubleshooting| XML| Tomcat| product life cycle| SQL queries| Websphere| BASIC| Written communication| Technical,"Financial Services , Banking , Investments , Insurance"
 Executive - Customer Service, Order management| Customer Service Representative| EHS| SAP| MIS| Analytical| MS Office| Order processing| Credit management,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Big Data Architect - Azure - IT, Data Architect| Data Management| Big Data| Data Visualization| Data Warehousing| Data Analytics| Machine Learning| Analytics| SQL,"IT Software - DBA , Datawarehousing"
 Technical Support Associate /Technical Sales Associate, Outbound| Service| Comp| Technical Support Associate| technical sales associate| Technical Associate| Voice support| Inbound calls| US shift| Target,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Finance Analyst, balance sheet| financial Planning,"Accounts , Finance , Tax , Company Secretary , Audit"
 Field Support Executive, Communication Skills| Problem Resolution| Written Communication| Technical Skills| Multitasking| Field Support,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Area Sales Manager/ Regional Sales Manager- Hyderabad, Chemical| Industrial Sales| Area Sales Management| technical sales| Paper| Regional Sales| Marketing| Pulp,"Sales , Retail , Business Development"
 Risk Mgmt - Pre-execution - Subcontracts, Contract Management| Big4| Risk Management,"Financial Services , Banking , Investments , Insurance"
 Head - Internal Audit, audit compliance| chartered accountant| risk management| internal control| Fraud Control| auditing| forensic| internal audit| budgeting,"Accounts , Finance , Tax , Company Secretary , Audit"
 Urgent Vacancy for Lead Verification Engineer- Soc/ip, System Verilog| UVM| Axi| Ahb| SOC Verification| PCIE| Ddr| Formal Verification| Design Verification| USB,"IT Software - Application Programming , Maintenance"
 Medical Coding Jobs-medical Microbiology/medical lab Tech/biomed Grads, biotechnology| biology| bpt| microbiology| lab technician| bds| medical coding| mlt| medical coder| biochemistry| laboratory technician,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Help desk Executive/ Customer Care Executive - Day Shift, Customer Relationship| Inbound Calls| Customer Care Associate| Customer Care Executive| help desk| customer executive,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Territory Sales Manager, Real estate| Service| Customer satisfaction| Retail sales| Retail business| Corporate sales| Territory sales| Branch| Education,"Sales , Retail , Business Development"
 Vacancy For Freelancer Work From Home / Part Time 5 Types Data Entry, bpo| freelancing| freelance writing| data mining| data processing| notepad| administration work| kpo| part time| data entry operation| excel| data extraction| typing| content writing| non voice| data entry,"Executive Assistant , Front Office , Data Entry"
 Power BI Developer - Chennai Location, Power Bi| Performance Tuning,"IT Software - Application Programming , Maintenance"
 Assistant Manager Category- Electronics, Sales Planning| Store Merchandising| Inventory Management| Vendor Management| Category Management| purchase management| sourcing management,"Sales , Retail , Business Development"
" Bristlecone India Limited Hiring for Software Testing,0 to 2 Years.", manual testing| automation testing,"IT Software - Application Programming , Maintenance"
 Manager Supplier Relations Air (Airline Contracting) | Cleartrip, Analytical| Analytics| pricing strategy| Customer service operations| Senior management| Competitor analysis| Relationship| Business Executive| Powerpoint| Excel,"Travel , Tours , Ticketing , Airlines"
